,marital_status,application_mode,application_order,course,daytime_evening_attendance,previous_qualification,previous_qualification_grade,nacionality,mother_s_qualification,father_s_qualification,mother_s_occupation,father_s_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,curricular_units_first_sem_credited,curricular_units_first_sem_enrolled,curricular_units_first_sem_evaluations,curricular_units_first_sem_approved,curricular_units_first_sem_grade,curricular_units_first_sem_without_evaluations,curricular_units_second_sem_credited,curricular_units_second_sem_enrolled,curricular_units_second_sem_evaluations,curricular_units_second_sem_approved,curricular_units_second_sem_grade,curricular_units_second_sem_without_evaluations,unemployment_rate,inflation_rate,gdp,target,target_original,is_dropout,course_name,first_sem_approval_ratio,first_sem_unapproved_units,first_sem_approved_per_evaluation,first_sem_without_eval_ratio,financial_risk_flag,age_quantile_group
21,1,18,4,9556,1,1,127.0,1,1,38,4,7,121.8,1,0,0,1,0,0,20,0,0,7,14,7,11.4375,0,0,8,9,8,11.425,0,12.7,3.7,-1.7,Enrolled,Enrolled,0,Oral Hygiene,1.0,0,0.5,0.0,0,"(19.0, 20.0]"
22,1,1,4,9500,1,1,142.0,1,19,19,1,1,125.5,1,0,0,1,0,0,18,0,0,8,12,7,12.85714286,0,0,8,12,7,12.85714286,0,12.7,3.7,-1.7,Graduate,Graduate,0,Nursing,0.875,1,0.5833333333333334,0.0,0,"(16.999, 19.0]"
23,1,1,4,9670,1,1,125.0,1,1,38,4,7,114.9,1,0,0,1,0,1,19,0,0,6,8,6,13.375,0,0,6,7,6,12.28571429,0,11.1,0.6,2.02,Graduate,Graduate,0,Advertising and Marketing Management,1.0,0,0.75,0.0,0,"(16.999, 19.0]"
24,1,1,1,9500,1,1,126.0,1,19,19,3,7,123.9,0,0,0,1,0,0,19,0,0,7,8,6,13.29666667,0,0,8,9,7,14.11428571,0,11.1,0.6,2.02,Graduate,Graduate,0,Nursing,0.8571428571428571,1,0.75,0.0,0,"(16.999, 19.0]"
25,1,1,1,9238,1,1,151.0,1,19,38,9,9,157.0,1,0,1,1,0,1,18,0,0,6,8,5,11.6,0,0,6,12,4,11.0,0,7.6,2.6,0.32,Enrolled,Enrolled,0,Social Service,0.8333333333333334,1,0.625,0.0,1,"(16.999, 19.0]"
26,1,17,2,9238,1,1,115.0,1,19,38,7,8,116.4,1,0,0,1,0,0,21,0,0,6,9,6,11.375,0,0,6,9,6,13.28571429,0,16.2,0.3,-0.92,Graduate,Graduate,0,Social Service,1.0,0,0.6666666666666666,0.0,0,"(20.0, 25.0]"
27,1,1,1,9085,1,1,138.0,1,19,19,3,3,131.0,1,0,0,1,0,0,18,0,0,5,9,5,12.66666667,2,0,5,7,4,13.0,0,9.4,-0.8,-3.12,Enrolled,Enrolled,0,Veterinary Nursing,1.0,0,0.5555555555555556,0.4,0,"(16.999, 19.0]"
28,1,1,1,9147,1,1,135.0,1,19,1,9,9,122.1,1,0,0,1,0,0,20,0,0,5,6,5,12.0,0,0,5,6,5,12.33333333,0,16.2,0.3,-0.92,Graduate,Graduate,0,Management,1.0,0,0.8333333333333334,0.0,0,"(19.0, 20.0]"
29,1,17,2,9500,1,1,127.0,1,3,3,1,10,118.8,1,0,0,1,1,0,19,0,0,7,9,6,12.93333333,0,0,7,7,6,13.71666667,0,16.2,0.3,-0.92,Enrolled,Enrolled,0,Nursing,0.8571428571428571,1,0.6666666666666666,0.0,0,"(16.999, 19.0]"
30,1,44,1,9003,1,39,150.0,1,4,5,4,2,150.0,0,0,0,1,1,0,21,0,0,6,15,5,11.85714286,0,0,6,17,5,10.57142857,0,16.2,0.3,-0.92,Enrolled,Enrolled,0,Agronomy,0.8333333333333334,1,0.3333333333333333,0.0,0,"(20.0, 25.0]"
31,1,51,1,9070,1,1,125.0,1,42,3,125,124,130.0,1,0,0,1,1,0,20,0,2,6,7,6,12.83333333,0,0,6,9,4,13.4,0,8.9,1.4,3.51,Graduate,Graduate,0,Communication Design,1.0,0,0.8571428571428571,0.0,0,"(19.0, 20.0]"
32,1,1,1,9147,1,1,143.0,1,1,1,4,6,138.8,0,0,0,0,1,0,18,0,0,5,9,3,11.33333333,0,0,5,8,2,13.5,0,8.9,1.4,3.51,Enrolled,Enrolled,0,Management,0.6,2,0.3333333333333333,0.0,1,"(16.999, 19.0]"
33,1,18,1,8014,0,1,138.0,1,19,1,9,5,134.5,1,0,0,1,0,0,19,0,0,6,6,6,12.66666667,0,0,6,8,6,14.375,0,12.4,0.5,1.79,Graduate,Graduate,0,Social Service (evening attendance),1.0,0,1.0,0.0,0,"(16.999, 19.0]"
34,1,1,1,9991,0,1,130.0,1,2,37,3,9,131.4,0,0,0,1,1,0,34,0,0,5,6,5,12.4,0,0,5,9,5,13.42857143,0,13.9,-0.3,0.79,Graduate,Graduate,0,Management (evening attendance),1.0,0,0.8333333333333334,0.0,0,"(25.0, 70.0]"
35,1,39,1,33,1,1,130.0,1,38,37,9,6,102.5,0,0,1,0,1,0,37,0,0,7,7,0,0.0,0,0,7,7,1,10.0,0,8.9,1.4,3.51,Dropout,Dropout,1,Biofuel Production Technologies,0.0,7,0.0,0.0,1,"(25.0, 70.0]"
36,1,39,1,9119,1,10,133.1,1,34,37,0,0,128.8,1,0,0,1,1,0,43,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,7.6,2.6,0.32,Dropout,Dropout,1,Informatics Engineering,0.0,5,0.0,0.0,0,"(25.0, 70.0]"
37,1,43,1,9147,1,1,140.0,1,37,37,6,6,122.9,0,0,0,1,0,0,55,0,0,5,10,1,10.0,0,0,5,8,2,12.0,2,16.2,0.3,-0.92,Dropout,Dropout,1,Management,0.2,4,0.1,0.0,0,"(25.0, 70.0]"
38,4,39,1,9991,0,1,120.0,1,19,19,9,3,113.9,1,0,0,1,0,0,39,0,0,5,8,5,11.0,0,0,5,5,5,11.6,0,7.6,2.6,0.32,Graduate,Graduate,0,Management (evening attendance),1.0,0,0.625,0.0,0,"(25.0, 70.0]"
39,1,44,1,9130,1,39,120.0,6,4,4,3,6,120.0,0,0,1,0,0,0,20,1,2,6,13,3,11.66666667,0,1,6,11,3,12.0,0,12.4,0.5,1.79,Dropout,Dropout,1,Equinculture,0.5,3,0.23076923076923078,0.0,1,"(19.0, 20.0]"
40,1,1,5,9773,1,1,126.0,1,3,3,2,2,121.1,0,0,1,1,0,0,18,0,0,6,6,4,12.75,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,Dropout,1,Journalism and Communication,0.6666666666666666,2,0.6666666666666666,0.0,1,"(16.999, 19.0]"
41,1,1,2,9147,1,1,133.0,1,3,19,2,7,120.4,1,0,0,1,0,0,22,0,0,5,5,5,14.8,0,0,5,5,5,15.8,0,8.9,1.4,3.51,Graduate,Graduate,0,Management,1.0,0,1.0,0.0,0,"(20.0, 25.0]"
42,1,1,6,9500,1,1,103.0,1,1,3,2,2,100.6,1,1,0,1,0,0,22,0,0,7,9,5,13.928,0,0,8,9,7,14.34285714,0,11.1,0.6,2.02,Graduate,Graduate,0,Nursing,0.7142857142857143,2,0.5555555555555556,0.0,0,"(20.0, 25.0]"
43,1,17,1,9773,1,1,120.0,1,1,38,5,5,121.4,0,0,0,0,0,0,20,0,0,6,7,4,13.0,0,0,6,7,5,13.8,0,12.4,0.5,1.79,Dropout,Dropout,1,Journalism and Communication,0.6666666666666666,2,0.5714285714285714,0.0,1,"(19.0, 20.0]"
44,1,39,1,9991,0,1,133.1,1,37,37,9,9,109.7,0,0,0,1,0,0,29,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,Dropout,Dropout,1,Management (evening attendance),0.0,5,0.0,0.0,0,"(25.0, 70.0]"
45,1,17,1,9991,0,1,154.0,1,38,38,4,5,134.1,0,0,0,1,0,0,24,0,0,5,9,2,11.5,0,0,5,11,3,14.33333333,1,7.6,2.6,0.32,Enrolled,Enrolled,0,Management (evening attendance),0.4,3,0.2222222222222222,0.0,0,"(20.0, 25.0]"
46,1,17,2,9238,1,1,130.0,1,19,19,9,9,127.6,1,0,0,1,0,0,18,0,0,6,6,6,11.66666667,0,0,6,8,5,13.2,0,11.1,0.6,2.02,Graduate,Graduate,0,Social Service,1.0,0,1.0,0.0,0,"(16.999, 19.0]"
47,1,17,6,9500,1,1,132.0,1,37,19,7,7,132.4,1,0,0,1,0,1,22,0,0,7,8,6,13.51666667,0,0,8,9,7,13.77142857,0,11.1,0.6,2.02,Graduate,Graduate,0,Nursing,0.8571428571428571,1,0.75,0.0,0,"(20.0, 25.0]"
48,1,44,1,8014,0,39,130.0,1,1,19,9,9,133.4,0,0,0,1,0,1,21,0,3,6,6,6,11.5,0,2,6,7,6,13.28571429,0,12.4,0.5,1.79,Graduate,Graduate,0,Social Service (evening attendance),1.0,0,1.0,0.0,0,"(20.0, 25.0]"
49,1,1,1,9238,1,1,139.0,1,37,38,9,9,126.1,0,0,0,1,0,1,19,0,0,6,7,5,12.33333333,0,0,6,7,6,12.83333333,0,12.7,3.7,-1.7,Graduate,Graduate,0,Social Service,0.8333333333333334,1,0.7142857142857143,0.0,0,"(16.999, 19.0]"
50,1,39,1,9254,1,1,130.0,1,19,38,9,7,113.5,0,0,0,1,0,1,24,0,0,6,6,6,13.66666667,0,0,6,6,6,14.16666667,0,12.4,0.5,1.79,Graduate,Graduate,0,Tourism,1.0,0,1.0,0.0,0,"(20.0, 25.0]"
51,1,1,1,9500,1,1,139.0,1,37,38,6,6,121.3,1,0,0,1,0,1,19,0,0,8,10,6,11.83333333,0,0,8,10,6,11.83333333,0,9.4,-0.8,-3.12,Enrolled,Enrolled,0,Nursing,0.75,2,0.6,0.0,0,"(16.999, 19.0]"
52,1,1,1,9773,1,1,127.0,1,1,19,7,7,121.8,1,0,0,1,0,1,20,0,0,6,11,4,14.0,0,0,6,12,3,11.0,0,9.4,-0.8,-3.12,Enrolled,Enrolled,0,Journalism and Communication,0.6666666666666666,2,0.36363636363636365,0.0,0,"(19.0, 20.0]"
53,1,1,3,9130,1,1,167.0,1,37,37,90,90,159.3,0,0,0,1,0,0,19,0,0,5,7,5,14.71428571,0,0,5,5,5,15.8,0,7.6,2.6,0.32,Graduate,Graduate,0,Equinculture,1.0,0,0.7142857142857143,0.0,0,"(16.999, 19.0]"
54,1,39,1,9991,0,1,130.0,1,38,38,9,9,120.0,0,0,0,1,0,0,27,0,0,5,12,5,10.6,0,0,5,10,5,11.0,0,9.4,-0.8,-3.12,Dropout,Dropout,1,Management (evening attendance),1.0,0,0.4166666666666667,0.0,0,"(25.0, 70.0]"
55,1,1,1,9500,1,1,130.0,1,1,19,5,5,129.1,1,0,0,1,0,0,18,0,0,7,9,7,13.04444444,0,0,8,10,8,13.595,0,15.5,2.8,-4.06,Graduate,Graduate,0,Nursing,1.0,0,0.7777777777777778,0.0,0,"(16.999, 19.0]"
56,2,7,1,9254,1,3,130.0,1,1,3,4,3,130.0,0,0,0,1,0,0,39,0,0,6,10,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,Dropout,1,Tourism,0.0,6,0.0,0.0,0,"(25.0, 70.0]"
57,1,39,1,9130,1,40,129.0,1,3,3,2,2,155.3,1,0,0,1,0,0,27,0,0,6,9,5,13.0,0,5,11,13,10,12.9,0,12.4,0.5,1.79,Dropout,Dropout,1,Equinculture,0.8333333333333334,1,0.5555555555555556,0.0,0,"(25.0, 70.0]"
58,1,17,1,9500,1,1,141.0,1,38,38,7,10,139.8,1,0,0,1,0,0,18,0,0,8,8,8,14.935,0,0,8,8,8,14.935,0,9.4,-0.8,-3.12,Graduate,Graduate,0,Nursing,1.0,0,1.0,0.0,0,"(16.999, 19.0]"
59,1,1,3,171,1,1,125.0,1,38,37,4,9,115.2,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled,Enrolled,0,Animation and Multimedia Design,0.0,0,0.0,0.0,0,"(16.999, 19.0]"
60,1,1,2,9500,1,1,125.0,1,19,19,9,9,114.9,0,0,0,1,0,0,18,0,0,7,8,6,13.13333333,0,0,8,12,7,12.22142857,0,16.2,0.3,-0.92,Graduate,Graduate,0,Nursing,0.8571428571428571,1,0.75,0.0,0,"(16.999, 19.0]"
61,1,44,1,9238,1,39,130.0,1,19,1,9,9,131.9,0,0,0,1,0,1,21,0,3,6,7,6,12.0,0,2,6,7,6,12.0,0,13.9,-0.3,0.79,Graduate,Graduate,0,Social Service,1.0,0,0.8571428571428571,0.0,0,"(20.0, 25.0]"
62,1,17,3,171,1,1,133.0,1,1,37,4,7,126.0,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled,Enrolled,0,Animation and Multimedia Design,0.0,0,0.0,0.0,0,"(16.999, 19.0]"
63,1,17,1,9070,1,1,127.0,1,1,1,3,4,130.2,1,0,0,1,1,0,19,0,0,6,6,5,11.4,0,0,6,8,1,10.0,0,10.8,1.4,1.74,Enrolled,Enrolled,0,Communication Design,0.8333333333333334,1,0.8333333333333334,0.0,0,"(16.999, 19.0]"
64,1,43,1,9070,1,1,116.0,1,1,1,3,3,120.9,0,0,0,1,1,0,24,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Enrolled,Enrolled,0,Communication Design,0.0,6,0.0,0.0,0,"(20.0, 25.0]"
65,4,42,1,9500,1,19,133.1,1,1,1,5,5,126.0,1,0,0,1,1,0,29,0,2,7,10,5,11.9,0,1,8,10,5,11.0,0,13.9,-0.3,0.79,Dropout,Dropout,1,Nursing,0.7142857142857143,2,0.5,0.0,0,"(25.0, 70.0]"
66,1,1,3,171,1,1,139.0,1,19,19,5,3,128.2,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,Graduate,0,Animation and Multimedia Design,0.0,0,0.0,0.0,0,"(16.999, 19.0]"
67,1,44,1,9003,1,39,130.0,1,19,37,9,9,130.0,1,0,0,1,1,0,23,0,0,6,8,6,12.57142857,0,0,6,7,6,12.42857143,0,8.9,1.4,3.51,Graduate,Graduate,0,Agronomy,1.0,0,0.75,0.0,0,"(20.0, 25.0]"
68,1,1,3,9147,1,1,125.0,1,1,38,7,7,120.1,0,0,1,1,1,0,19,0,0,5,8,5,11.2,0,0,5,10,4,10.75,3,16.2,0.3,-0.92,Dropout,Dropout,1,Management,1.0,0,0.625,0.0,1,"(16.999, 19.0]"
69,1,39,1,9254,1,1,160.0,1,19,37,7,10,100.0,0,0,0,1,1,0,26,0,0,6,7,6,12.0,0,0,6,8,5,10.8,0,12.7,3.7,-1.7,Enrolled,Enrolled,0,Tourism,1.0,0,0.8571428571428571,0.0,0,"(25.0, 70.0]"
70,1,17,1,9147,1,1,148.0,1,38,37,5,5,134.0,0,0,0,1,1,0,18,0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled,Enrolled,0,Management,0.0,5,0.0,0.0,0,"(16.999, 19.0]"
71,1,17,1,9500,1,1,150.0,1,37,19,8,4,130.8,0,0,0,1,1,0,24,0,0,7,8,7,11.975,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,Graduate,Graduate,0,Nursing,1.0,0,0.875,0.0,0,"(20.0, 25.0]"
72,1,1,1,171,1,1,141.0,1,19,19,5,10,135.8,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,Dropout,1,Animation and Multimedia Design,0.0,0,0.0,0.0,0,"(16.999, 19.0]"
73,1,17,4,9254,1,1,118.0,1,38,37,5,7,111.7,1,0,0,1,1,0,18,0,0,6,12,3,11.66666667,0,0,6,12,1,12.0,0,12.4,0.5,1.79,Dropout,Dropout,1,Tourism,0.5,3,0.25,0.0,0,"(16.999, 19.0]"
74,1,1,2,9773,1,1,142.0,1,38,38,9,9,132.9,1,0,0,1,1,0,18,0,0,6,8,6,12.33333333,0,0,6,11,3,12.33333333,0,10.8,1.4,1.74,Graduate,Graduate,0,Journalism and Communication,1.0,0,0.75,0.0,0,"(16.999, 19.0]"
75,1,17,3,9147,1,1,120.0,1,19,19,4,7,115.5,1,0,1,1,1,0,18,0,0,5,8,3,10.33333333,0,0,5,11,3,10.85714286,0,10.8,1.4,1.74,Dropout,Dropout,1,Management,0.6,2,0.375,0.0,1,"(16.999, 19.0]"
76,1,18,4,9254,1,1,106.0,1,19,37,7,7,106.0,1,0,0,1,1,1,21,0,0,6,8,4,10.5,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,Dropout,Dropout,1,Tourism,0.6666666666666666,2,0.5,0.0,0,"(20.0, 25.0]"
77,1,17,4,9773,1,1,121.0,1,1,19,9,8,120.3,1,0,1,1,1,1,19,0,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,8.9,1.4,3.51,Graduate,Graduate,0,Journalism and Communication,1.0,0,1.0,0.0,1,"(16.999, 19.0]"
78,1,17,4,9500,1,1,150.0,1,38,37,9,9,130.8,0,0,0,1,1,1,22,0,0,7,7,7,14.84285714,0,0,8,9,8,15.05555556,0,16.2,0.3,-0.92,Graduate,Graduate,0,Nursing,1.0,0,1.0,0.0,0,"(20.0, 25.0]"
79,2,39,1,8014,0,1,120.0,1,37,37,9,6,117.0,0,0,0,1,1,0,33,0,0,6,8,6,12.0,0,0,6,6,6,11.66666667,0,10.8,1.4,1.74,Graduate,Graduate,0,Social Service (evening attendance),1.0,0,0.75,0.0,0,"(25.0, 70.0]"
80,1,1,6,9853,1,1,114.0,1,19,19,9,9,110.2,1,0,0,1,1,0,20,0,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Dropout,Dropout,1,Basic Education,0.8333333333333334,1,0.625,0.0,0,"(19.0, 20.0]"
81,1,39,1,9991,0,2,140.0,1,3,3,2,2,155.7,1,0,0,1,1,0,35,0,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout,Dropout,1,Management (evening attendance),0.0,1,0.0,1.0,0,"(25.0, 70.0]"
82,1,39,1,9003,1,4,160.0,1,3,3,4,2,180.4,0,0,1,1,1,0,24,0,6,12,17,6,12.16666667,0,7,12,14,10,13.3,0,12.4,0.5,1.79,Dropout,Dropout,1,Agronomy,0.5,6,0.35294117647058826,0.0,1,"(20.0, 25.0]"
83,1,17,1,9254,1,1,120.0,1,19,19,4,4,125.5,0,0,0,1,1,0,18,0,0,5,6,5,12.0,0,0,5,8,3,11.33333333,0,12.7,3.7,-1.7,Enrolled,Enrolled,0,Tourism,1.0,0,0.8333333333333334,0.0,0,"(16.999, 19.0]"
84,2,39,1,8014,0,1,130.0,1,37,37,9,6,110.0,1,0,0,1,0,0,33,0,0,6,7,6,11.0,0,0,6,11,5,11.0,0,9.4,-0.8,-3.12,Graduate,Graduate,0,Social Service (evening attendance),1.0,0,0.8571428571428571,0.0,0,"(25.0, 70.0]"
85,1,42,1,9500,1,1,160.0,1,37,38,9,7,161.0,1,0,0,1,0,1,22,0,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,Graduate,Graduate,0,Nursing,0.875,1,0.875,0.0,0,"(20.0, 25.0]"
86,1,39,1,9670,1,1,120.0,1,1,19,4,5,100.0,0,0,0,1,0,1,25,0,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate,Graduate,0,Advertising and Marketing Management,0.8,1,0.5714285714285714,0.0,0,"(20.0, 25.0]"
87,1,17,1,9070,1,1,124.0,1,19,38,4,0,117.6,1,0,0,1,1,0,20,0,0,6,9,6,10.66666667,1,0,6,6,5,11.2,0,7.6,2.6,0.32,Graduate,Graduate,0,Communication Design,1.0,0,0.6666666666666666,0.16666666666666666,0,"(19.0, 20.0]"
88,1,1,6,9147,1,1,143.0,1,38,37,9,9,128.7,1,0,0,1,1,0,23,0,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled,Enrolled,0,Management,0.8,1,0.6666666666666666,0.0,0,"(20.0, 25.0]"
89,1,43,2,9119,1,1,115.0,1,38,19,9,6,112.2,1,0,1,1,1,0,18,0,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,Enrolled,Enrolled,0,Informatics Engineering,0.4,3,0.2222222222222222,0.0,1,"(16.999, 19.0]"
90,1,39,1,9500,1,1,133.1,1,1,1,4,10,100.8,0,0,0,1,1,0,24,0,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,Dropout,1,Nursing,0.0,7,0.0,0.0,0,"(20.0, 25.0]"
91,1,17,2,9773,1,1,133.1,41,19,1,9,9,105.0,1,0,0,0,0,0,21,1,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate,Graduate,0,Journalism and Communication,1.0,0,1.0,0.0,1,"(20.0, 25.0]"
